Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
M001205,Carol Miller,House,Republican,WV,District 1,2025-01-03,75,1950-11-04,"Bachelor of Science in History and Political Science, Columbia College",Real estate agent and bison farmer,Unknown,Unknown,Individual/PAC contributions,"Energy independence and supporting the coal and natural gas industries, Economic growth, job creation, and tax relief, Agriculture, rural development, and infrastructure",Projected ~95%-99% Republican (High Cohesion),House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
S001217,Rick Scott,Senate,Republican,FL,Unknown,2025-01-03,73,1952-12-01,Juris Doctor (J.D.) from Southern Methodist University Dedman School of Law,"Healthcare executive (co-founder of Columbia Hospital Corporation), venture capitalist, and attorney",Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and national debt reduction, Border security and immigration enforcement, Economic growth and job creation",Projected ~95%-99% Republican (High Cohesion),Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on the Budget; Senate Special Committee on Aging,N/A (No net worth disclosure provided in sources)
H001089,Joshua Hawley,Senate,Republican,MO,Unknown,2025-01-03,46,1979-12-31,Juris Doctor (J.D.) from Yale Law School,Constitutional law attorney and associate professor of law,Unknown,Unknown,Individual/PAC contributions,"Big Tech regulation and antitrust reform, Economic populism and domestic manufacturing support, Social conservatism and judicial appointments",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary; Senate Committee on the Judiciary (Subcommittee)",N/A (No net worth disclosure provided in sources)
G000592,Jared Golden,House,Democrat,ME,District 2,2025-01-03,44,1982-07-25,"Bachelor of Arts in History, Bates College","U.S. Marine Corps Infantryman, Legislative Aide",Unknown,Unknown,Individual/PAC contributions,"Working-class economic support and trade reform, Veterans' healthcare and services, Campaign finance reform and government accountability",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Armed Services; House Committee on Natural Resources (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
M001210,Gregory Murphy,House,Republican,NC,District 3,2025-01-03,63,1963-03-05,Doctor of Medicine (M.D.) from the University of North Carolina School of Medicine,Urologist and Professor of Surgery,Unknown,Unknown,Individual/PAC contributions,"Healthcare Reform, Veterans' Affairs, Fiscal Responsibility and Economic Growth",Projected ~95%-99% Republican (High Cohesion),Joint Committee on Printing; House Committee on Ways and Means; House Committee on Veterans' Affairs; House Committee on House Administration; Committee on House Administration (Subcommittee); House Committee on Ways and Means (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
M000687,Kweisi Mfume,House,Democrat,MD,District 7,2025-01-03,77,1948-10-24,"Master of Liberal Arts, Johns Hopkins University","Radio talk show host, program director, and community activist",Unknown,Unknown,Individual/PAC contributions,"Civil rights and social justice, Healthcare access and affordability, Urban development and economic empowerment",Projected ~95%-99% Democratic (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Foreign Affairs; House Committee on Oversight and Accountability (Subcommittee); House Committee on Foreign Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
T000165,Thomas Tiffany,House,Republican,WI,District 7,2025-01-03,68,1957-12-30,"Bachelor of Science in Agricultural Economics, University of Wisconsin–River Falls","Excursion boat business owner and operator, Agricultural economist",2652454.74,2529735.4,Individual/PAC contributions,"Fiscal responsibility and reducing federal spending, Energy independence and natural resource management, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on the Judiciary; House Committee on Natural Resources (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
K000377,Mark Kelly,Senate,Democrat,AZ,Unknown,2023-01-03,62,1964-02-21,"Master of Science in Aeronautical Engineering, U.S. Naval Postgraduate School",NASA Astronaut and U.S. Navy Captain/Aviator,Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, Climate change and clean energy, Economic development and job creation",Projected ~95%-99% Democratic (High Cohesion),Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee); Joint Economic Committee; Senate Select Committee on Intelligence; Senate Special Committee on Aging,N/A (No net worth disclosure provided in sources)
L000571,Cynthia Lummis,Senate,Republican,WY,Unknown,2021-01-03,71,1954-09-10,Juris Doctor (J.D.) from the University of Wyoming College of Law,Rancher and Attorney,Unknown,Unknown,Individual/PAC contributions,"Cryptocurrency and digital asset regulation, Fiscal responsibility and national debt reduction, Energy independence and natural resource development",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee)","$18,918,517"
I000056,Darrell Issa,House,Republican,CA,District 48,2025-01-03,72,1953-11-01,Siena Heights University (BA in Business Administration),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on the Judiciary; House Committee on Foreign Affairs; House Committee on Science, Space, and Technology (Subcommittee); House Committee on the Judiciary (Subcommittee); House Committee on Foreign Affairs (Subcommittee)","$480,325,019"
S000250,Pete Sessions,House,Republican,TX,District 17,2025-01-03,71,1955-03-22,"Bachelor of Science in Political Science, Southwestern University",Telecommunications executive at Southwestern Bell and Vice President of Public Policy at the National Center for Policy Analysis,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and tax reform, National security and border enforcement, Healthcare reform and deregulation",Projected ~95%-99% Republican (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Financial Services; House Committee on Oversight and Accountability (Subcommittee); House Committee on Financial Services (Subcommittee),"$1,249,508"
V000129,David Valadao,House,Republican,CA,District 22,2025-01-03,49,1977-04-14,"High School Diploma, Hanford High School (Attended College of the Sequoias)",Dairy Farmer,Unknown,Unknown,Individual/PAC contributions,"Water Rights and Central Valley Agriculture, Immigration Reform, Economic Growth and Job Creation",Projected ~95%-99% Republican (High Cohesion),Joint Committee of Congress on the Library; House Committee on Agriculture; House Committee on Appropriations; House Committee on Agriculture (Subcommittee); House Committee on Appropriations (Subcommittee),"-$15,625,001"
T000278,Tommy Tuberville,Senate,Republican,AL,Unknown,2021-01-03,71,1954-09-18,Bachelor of Science in Physical Education from Southern Arkansas University,"College Football Coach, Sports Broadcaster",Unknown,Unknown,Individual/PAC contributions,"National Defense and Military Affairs, Agriculture and Rural Development, Conservative Social and Economic Policy",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Committee on Veterans' Affairs; Senate Special Committee on Aging",N/A (No net worth disclosure provided in sources)
H000273,John Hickenlooper,Senate,Democrat,CO,Unknown,2021-01-03,74,1952-02-07,Master of Science (M.S.) in Geology from Wesleyan University,Geologist and Brewpub Entrepreneur (Co-founder of Wynkoop Brewing Company),Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy transition, Economic growth and small business support, Healthcare access and lowering prescription drug costs",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Committee on Small Business and Entrepreneurship",N/A (No net worth disclosure provided in sources)
